C12Y101/00	CH-OH結合を電子供与体とする (1.1)
C12Y304/13	ジペプチダーゼ (3.4.13)
C12Y304/13003	Xaa-Hisジペプチダーゼ (3.4.13.3)
C12Y304/13004	Xaa-Argジペプチダーゼ (3.4.13.4)
C12Y304/13005	Xaa-methyl-Hisジペプチダーゼ (3.4.13.5)
C12Y304/13007	Glu-Gluジペプチダーゼ (3.4.13.7)
C12Y304/13009	Xaa-Proジペプチダーゼ (3.4.13.9)
C12Y304/13011	ジペプチターゼ (3.4.13.11)
C12Y304/13012	Met-Xaaジペプチダーゼ (3.4.13.12)
C12Y304/13017	非特異的ジペプチダーゼ (3.4.13.17)
C12Y304/13018	細胞質非特異的ジペプチダーゼ (3.4.13.18)
C12Y304/13019	膜ジペプチダーゼ (3.4.13.19)
C12Y304/1302	β-Ala-His ジペプチダーゼ (3.4.13.20)
C12Y304/13021	ジペプチダーゼE (3.4.13.21)
C12Y304/13022	D-Ala-D-Ala ジペプチダーゼ (3.4.13.22)
C12Y304/14	ジペプチジルペプチダーゼおよびトリペプチジルペプチダーゼ (3.4.14)
C12Y304/14001	ジペプチジルペプチダーゼI (3.4.14.1)
C12Y304/14002	ジペプチジルペプチダーゼII (3.4.14.2)
C12Y304/14004	ジペプチジルペプチダーゼIII (3.4.14.4)
C12Y304/14005	ジペプチジルペプチダーゼIV (3.4.14.5)
C12Y304/14006	ジペプチジルジペプチダーゼ (3.4.14.6)
C12Y304/14008	トリペプチダルペプトターゼ (3.4.14.8)
C12Y304/14009	トリペプチジルペプチダーゼI (3.4.14.9)
C12Y304/1401	トリペプチジルペプチダーゼII (3.4.14.10)
C12Y304/14011	Xaa-Pro ジペプチジルペプチダーゼ (3.4.14.11)
C12Y304/14012	プロリルトリペプチジルアミノペプチダーゼ (3.4.14.12)
C12Y304/15	ペプチジルジペプチダーゼ (3.4.15)
C12Y304/15001	ペプチジルジペプチダーゼA (3.4.15.1)
C12Y304/15004	ペプチジルジペプチダーゼB (3.4.15.4)
C12Y304/15005	ペプチジルジペプチダーゼDcp (3.4.15.5)
C12Y304/15006	シアノ (3.4.15.6)
C12Y304/16	セリン性カルボキシペプチダーゼ (3.4.16)
C12Y304/16001	セリンカルビキシペプチターゼ (3.4.16.1)
C12Y304/16002	lysosomal Pro-Xaa carboxypeptidase (3.4.16.2)
C12Y304/16004	serine-type D-Ala-D-Ala carboxypeptidase (3.4.16.4)
C12Y304/16005	carboxypeptidase C (3.4.16.5)
C12Y304/16006	carboxypeptidase D (3.4.16.6)
C12Y304/17	金属プロテアーゼ (3.4.17)
C12Y304/17001	カルボキシペプチダーゼA (3.4.17.1)
C12Y304/17002	carboxypeptidase B (3.4.17.2)
C12Y304/17003	lysine carboxypeptidase (3.4.17.3)
C12Y304/17004	Gly-Xaa carboxypeptidase (3.4.17.4)
C12Y304/17006	alanine carboxypeptidase (3.4.17.6)
C12Y304/17008	muramoylpentapeptide carboxypeptidase (3.4.17.8)
C12Y304/1701	carboxypeptidase E (3.4.17.10)
C12Y304/17011	glutamate carboxypeptidase (3.4.17.11)
C12Y304/17012	carboxypeptidase M (3.4.17.12)
C12Y304/17013	muramoyltetrapeptide carboxypeptidase (3.4.17.13)
C12Y304/17014	zinc D-Ala-D-Ala carboxypeptidase (3.4.17.14)
C12Y304/17015	carboxypeptidase A2 (3.4.17.15)
C12Y304/17016	membrane Pro-Xaa carboxypeptidase (3.4.17.16)
C12Y304/17017	tubulinyl-Tyr carboxypeptidase (3.4.17.17)
C12Y304/17018	carboxypeptidase T (3.4.17.18)
C12Y304/17019	carboxypeptidase Taq (3.4.17.19)
C12Y304/1702	carboxypeptidase U (3.4.17.20)
C12Y304/17021	glutamate carboxypeptidase II (3.4.17.21)
C12Y304/17022	metallocarboxypeptidase D (3.4.17.22)
C12Y304/17023	アンギオテンシン-酵素 2の転換 (3.4.17.23)
C12Y304/18	システイン性カルボキシペプチダーゼ (3.4.18)
C12Y304/18001	cathepsin X (3.4.18.1)
C12Y304/19	オメガペプチダーゼ (3.4.19)
C12Y304/19001	acylaminoacyl-peptidase (3.4.19.1)
C12Y304/19002	peptidyl-glycinamidase (3.4.19.2)
C12Y304/19003	pyroglutamyl-peptidase I (3.4.19.3)
C12Y304/19005	β-aspartyl-peptidase (3.4.19.5)
C12Y304/19006	pyroglutamyl-peptidase II (3.4.19.6)
C12Y304/19007	N-formylmethionyl-peptidase (3.4.19.7)
C12Y304/19009	γ-glutamyl hydrolase (3.4.19.9)
C12Y304/19011	γ-D-glutamyl-meso-diaminopimelate peptidase I (3.4.19.11)
C12Y304/19012	ubiquitinyl hydrolase 1 (3.4.19.12)
C12Y304/19013	グルタチオン加水分解酵素 (3.4.19.13)
C12Y304/19014	
C12Y304/21	セリンエンドペプチダーゼ (3.4.21)
C12Y304/21001	キモトリプシン (3.4.21.1)
C12Y304/21002	キモトリプシンC (3.4.21.2)
C12Y304/21003	メトリジン (3.4.21.3)
C12Y304/21004	トリプシン (3.4.21.4)
C12Y304/21005	トロンビン (3.4.21.5)
C12Y304/21006	凝血因子Xa (3.4.21.6)
C12Y304/21007	プラスミン (3.4.21.7)
C12Y304/21008	カリクレイン (3.4.21.8)
C12Y304/21009	エンテロペプチダーゼ (3.4.21.9)
C12Y304/2101	アクロシン (3.4.21.10)
C12Y304/21011	エラスターゼ (3.4.21.11)
C12Y304/21012	α溶解エンドペプチダーゼ (3.4.21.12)
C12Y304/21014	細菌性セリンプロテアーゼ (3.4.21.14)
C12Y304/21019	グルタミルペプチダーゼ (3.4.21.19)
C12Y304/2102	カテプシンG (3.4.21.20)
C12Y304/21021	凝血因子VIIa (3.4.21.21)
C12Y304/21022	凝血因子IXa (3.4.21.22)
C12Y304/21025	ククミシン (3.4.21.25)
C12Y304/21026	プロリルオリゴペプチダーゼ (3.4.21.26)
C12Y304/21027	凝血因子XIa (3.4.21.27)
C12Y304/21031	ウロキナーゼ (3.4.21.31)
C12Y304/21032	ブラキウリン (3.4.21.32)
C12Y304/21034	組織カリクレイン (3.4.21.34)
C12Y304/21035	血漿カリクレイン (3.4.21.35)
C12Y304/21036	膵臓エラスターゼ (3.4.21.36)
C12Y304/21037	顆粒球エラスターゼ (3.4.21.37)
C12Y304/21038	凝血因子XIIa (3.4.21.38)
C12Y304/21039	チマーゼ (3.4.21.39)
C12Y304/21041	補体サブコンポーネントC (3.4.21.41)
C12Y304/21042	補体サブコンポーネントC (3.4.21.42)
C12Y304/21043	補体古典的経路C3/C5コンベルターゼ (3.4.21.43)
C12Y304/21045	補体I因子 (3.4.21.45)
C12Y304/21046	補体D因子 (3.4.21.46)
C12Y304/21047	補体副経路C3/C5コンベルターゼ (3.4.21.47)
C12Y304/21048	セレビシン (3.4.21.48)
C12Y304/21049	ヒポデルミンC (3.4.21.49)
C12Y304/2105	リジンエンドペプチダーゼ (3.4.21.50)
C12Y304/21053	エンドペプチダーゼLa (3.4.21.53)
C12Y304/21054	γ-レニン (3.4.21.54)
C12Y304/21055	ベノムビンAB (3.4.21.55)
C12Y304/21057	ロイシンエンドペプチダーゼ (3.4.21.57)
C12Y304/21059	トリプターゼ (3.4.21.59)
C12Y304/2106	スクテラリン (3.4.21.60)
C12Y304/21061	ケキシン (3.4.21.61)
C12Y304/21062	サブチリシン (3.4.21.62)
C12Y304/21063	オルリジン (3.4.21.63)
C12Y304/21064	ペプチダーゼK (3.4.21.64)
C12Y304/21065	テルモミコリン (3.4.21.65)
C12Y304/21066	テルミターゼ (3.4.21.66)
C12Y304/21067	エンドペプチダーゼSo (3.4.21.67)
C12Y304/21068	tプラズミノーゲン活性化因子 (3.4.21.68)
C12Y304/21069	活性化プロテインC (3.4.21.69)
C12Y304/2107	膵エンドペプチダーゼE (3.4.21.70)
C12Y304/21071	膵エラスターゼII (3.4.21.71)
C12Y304/21072	IgA-特異的セリンエンドペプチダーゼ (3.4.21.72)
C12Y304/21073	uプラズミノーゲン活性化因子 (3.4.21.73)
C12Y304/21074	ベノムビンA (3.4.21.74)
C12Y304/21075	フリン (3.4.21.75)
C12Y304/21076	ミロブラスチン (3.4.21.76)
C12Y304/21077	セメノゲラーゼ (3.4.21.77)
C12Y304/21078	グランザイムA (3.4.21.78)
C12Y304/21079	グランザイムB (3.4.21.79)
C12Y304/2108	ストレプトグラシンA (3.4.21.80)
C12Y304/21081	ストレプトグラシンB (3.4.21.81)
C12Y304/21082	グルタミルエンドペプチダーゼII (3.4.21.82)
C12Y304/21083	オリゴペプチダーゼB (3.4.21.83)
C12Y304/21084	リムルス凝固因子 (3.4.21.84)
C12Y304/21085	リムルス凝固因子 (3.4.21.85)
C12Y304/21086	リムルス凝固酵素 (3.4.21.86)
C12Y304/21088	LexA受容体 (3.4.21.88)
C12Y304/21089	シグナルペプチダーゼI (3.4.21.89)
C12Y304/2109	トガビリン (3.4.21.90)
C12Y304/21091	フラビビリン (3.4.21.91)
C12Y304/21092	エンドペプチダーゼClp (3.4.21.92)
C12Y304/21093	プロブロテインコンバルターゼ1 (3.4.21.93)
C12Y304/21094	プロブロテインコンバルターゼ2 (3.4.21.94)
C12Y304/21095	蛇毒因子V活性化因子 (3.4.21.95)
C12Y304/21096	ラクトセピン (3.4.21.96)
C12Y304/21097	アセンビリン (3.4.21.97)
C12Y304/21098	セパシビリン (3.4.21.98)
C12Y304/21099	セパルモシン (3.4.21.99)
C12Y304/211	シュードモナリシン (3.4.21.100)
C12Y304/21101	キサントモナリシン (3.4.21.101)
C12Y304/21102	C端プロセッシングペプチダーゼ (3.4.21.102)
C12Y304/21103	フィサロリシン (3.4.21.103)
C12Y304/21104	マンナン結合レクチン関連セリンプロテアーゼ-2 (3.4.21.104)
C12Y304/21105	ロムボイドプロテアーゼ (3.4.21.105)
C12Y304/21106	へプシン (3.4.21.106)
C12Y304/21107	ペプチダーゼDo (3.4.21.107)
C12Y304/21108	HtrA2 ペプチダーゼ (3.4.21.108)
C12Y304/21109	マトリプターゼ (3.4.21.109)
C12Y304/2111	C5aペプチダーゼ (3.4.21.110)
C12Y304/21111	アクタリジン1 (3.4.21.111)
C12Y304/21112	サイト-1プロテアーゼ (3.4.21.112)
C12Y304/21113	ペスチウイルスNS3ポリプロテインペプチダーゼ (3.4.21.113)
C12Y304/21114	ウマ-アルタウイルスセリンペプチダーゼ (3.4.21.114)
C12Y304/21115	伝染性膵壊死ピルナウイルスVp4ペプチダーゼ (3.4.21.115)
C12Y304/21116	SpoIVBペプチダーゼ (3.4.21.116)
C12Y304/21117	角質層キモトリプシン様酵素 (3.4.21.117)
C12Y304/21118	カリクレイン8 (3.4.21.118)
C12Y304/21119	カリクレイン13 (3.4.21.119)
C12Y304/2112	オビダクチン (3.4.21.120)
C12Y304/21826	プロタンパク質コンベルターゼ 5 (3.4.21.B26)
C12Y304/22	システインプロテアーゼ (3.4.22)
C12Y304/22001	cathepsin B (3.4.22.1)
C12Y304/22002	パパイン (3.4.22.2)
C12Y304/22003	ficain (3.4.22.3)
C12Y304/22004	ブロメライン (3.4.22.4)
C12Y304/22006	キモパパイン (3.4.22.6)
C12Y304/22007	asclepain (3.4.22.7)
C12Y304/22008	clostripain (3.4.22.8)
C12Y304/2201	streptopain (3.4.22.10)
C12Y304/22014	actinidain (3.4.22.14)
C12Y304/22015	cathepsin L (3.4.22.15)
C12Y304/22016	cathepsin H (3.4.22.16)
C12Y304/22017	カルパイン (3.4.22.17)
C12Y304/22024	cathepsin T (3.4.22.24)
C12Y304/22025	glycyl endopeptidase (3.4.22.25)
C12Y304/22026	cancer procoagulant (3.4.22.26)
C12Y304/22027	cathepsin S (3.4.22.27)
C12Y304/22028	picornain 3C (3.4.22.28)
C12Y304/22029	picornain 2A (3.4.22.29)
C12Y304/2203	caricain (3.4.22.30)
C12Y304/22031	ananain (3.4.22.31)
C12Y304/22032	stem bromelain (3.4.22.32)
C12Y304/22033	fruit bromelain (3.4.22.33)
C12Y304/22034	legumain (3.4.22.34)
C12Y304/22035	histolysain (3.4.22.35)
C12Y304/22036	caspase-1 (3.4.22.36)
C12Y304/22037	gingipain R (3.4.22.37)
C12Y304/22038	cathepsin K (3.4.22.38)
C12Y304/22039	adenain (3.4.22.39)
C12Y304/2204	bleomycin hydrolase (3.4.22.40)
C12Y304/22041	cathepsin F (3.4.22.41)
C12Y304/22042	cathepsin O (3.4.22.42)
C12Y304/22043	cathepsin V (3.4.22.43)
C12Y304/22044	nuclear-inclusion-a endopeptidase (3.4.22.44)
C12Y304/22045	helper-component proteinase (3.4.22.45)
C12Y304/22046	L-peptidase EC 3.4.22.47] gingipain K (3.4.22.46)
C12Y304/22047	ギンギパイン K (3.4.22.47)
C12Y304/22048	staphopain (3.4.22.48)
C12Y304/22049	separase (3.4.22.49)
C12Y304/2205	V-cath endopeptidase (3.4.22.50)
C12Y304/22051	cruzipain (3.4.22.51)
C12Y304/22052	カルパイン−１ (3.4.22.52)
C12Y304/22053	カルパイン−２ (3.4.22.53)
C12Y304/22054	カルパイン−３ (3.4.22.54)
C12Y304/22055	caspase-2 (3.4.22.55)
C12Y304/22056	caspase-3 (3.4.22.56)
C12Y304/22057	caspase-4 (3.4.22.57)
C12Y304/22058	caspase-5 (3.4.22.58)
C12Y304/22059	caspase-6 (3.4.22.59)
C12Y304/2206	caspase-7 (3.4.22.60)
C12Y304/22061	caspase-8 (3.4.22.61)
C12Y304/22062	caspase-9 (3.4.22.62)
C12Y304/22063	caspase-10 (3.4.22.63)
C12Y304/22064	caspase-11 (3.4.22.64)
C12Y304/22065	ペプチダーゼ 1 (mite) (3.4.22.65)
C12Y304/22066	カリチウイルス (3.4.22.66)
C12Y304/22067	ジンジパイン (3.4.22.67)
C12Y304/22068	Ulp1 ペプチダーゼ (3.4.22.68)
C12Y304/22069	SARS コロナウイルスメインプロティナーゼ (3.4.22.69)
C12Y304/2207	ソルターゼA (3.4.22.70)
C12Y304/22071	ソルターゼB (3.4.22.71)
C12Y304/23	アスパラギン酸プロテアーゼ (3.4.23)
C12Y304/23001	ペプシンA (3.4.23.1)
C12Y304/23002	ペプシンB (3.4.23.2)
C12Y304/23003	gastricsin (3.4.23.3)
C12Y304/23004	キモシン (3.4.23.4)
C12Y304/23005	cathepsin D (3.4.23.5)
C12Y304/23006	細菌性カルボキシルプロティナーゼ (3.4.23.6)
C12Y304/23012	nepenthesin (3.4.23.12)
C12Y304/23015	レニン (3.4.23.15)
C12Y304/23016	HIV-1 retropepsin (3.4.23.16)
C12Y304/23017	Pro-opiomelanocortin converting enzyme (3.4.23.17)
C12Y304/23018	aspergillopepsin I (3.4.23.18)
C12Y304/23019	aspergillopepsin II (3.4.23.19)
C12Y304/2302	penicillopepsin (3.4.23.20)
C12Y304/23021	rhizopuspepsin (3.4.23.21)
C12Y304/23022	endothiapepsin (3.4.23.22)
C12Y304/23023	mucorpepsin (3.4.23.23)
C12Y304/23024	candidapepsin (3.4.23.24)
C12Y304/23025	saccharopepsin (3.4.23.25)
C12Y304/23026	rhodotorulapepsin (3.4.23.26)
C12Y304/23028	acrocylindropepsin (3.4.23.28)
C12Y304/23029	polyporopepsin (3.4.23.29)
C12Y304/2303	pycnoporopepsin (3.4.23.30)
C12Y304/23031	scytalidopepsin A (3.4.23.31)
C12Y304/23032	scytalidopepsin B (3.4.23.32)
C12Y304/23034	cathepsin E (3.4.23.34)
C12Y304/23035	barrierpepsin (3.4.23.35)
C12Y304/23036	signal peptidase II (3.4.23.36)
C12Y304/23038	plasmepsin I (3.4.23.38)
C12Y304/23039	plasmepsin II (3.4.23.39)
C12Y304/2304	phytepsin (3.4.23.40)
C12Y304/23041	yapsin 1 (3.4.23.41)
C12Y304/23042	thermopsin (3.4.23.42)
C12Y304/23043	prepilin peptidase (3.4.23.43)
C12Y304/23044	nodavirus endopeptidase (3.4.23.44)
C12Y304/23045	memapsin 1 (3.4.23.45)
C12Y304/23046	memapsin 2 (3.4.23.46)
C12Y304/23047	HIV-2 retropepsin (3.4.23.47)
C12Y304/23048	plasminogen activator Pla (3.4.23.48)
C12Y304/23049	omptin (3.4.23.49)
C12Y304/2305	ヒト内在性レトロウイルス K エンドペプチターゼ (3.4.23.50)
C12Y304/23051	HycI ペプチダーゼ (3.4.23.51)
C12Y304/23052	プロフィラグリン ペプチダーゼ (3.4.23.52)
C12Y304/24	金属エンドペプチダーゼ (3.4.24)
C12Y304/24001	アトロリシンA (3.4.24.1)
C12Y304/24003	細菌性コラゲナーゼ (3.4.24.3)
C12Y304/24004	細菌性メタロプロティナーゼ (3.4.24.4)
C12Y304/24005	レンズ中性プロティナーゼ (3.4.24.5)
C12Y304/24006	ロイコリシン (3.4.24.6)
C12Y304/24007	間質性コラゲナーゼ (3.4.24.7)
C12Y304/24011	ネプリリシン (3.4.24.11)
C12Y304/24012	エンベリシン (3.4.24.12)
C12Y304/24013	IgA特異的メタロエンドペプチダーゼ (3.4.24.13)
C12Y304/24014	プロコラーゲンNエンドペプチダーゼ (3.4.24.14)
C12Y304/24015	サイメットオリゴペプチダーゼ (3.4.24.15)
C12Y304/24016	ノイロリシン (3.4.24.16)
C12Y304/24017	ストロマリシン1 (3.4.24.17)
C12Y304/24018	メプリンA (3.4.24.18)
C12Y304/24019	プロコラーゲンC-エンドペプチダーゼ (3.4.24.19)
C12Y304/2402	ペプチジルLysメタロエンドペプチダーゼ (3.4.24.20)
C12Y304/24021	アスタシン (3.4.24.21)
C12Y304/24022	ストロマリシン2 (3.4.24.22)
C12Y304/24023	マトリリシン (3.4.24.23)
C12Y304/24024	ゼラチナーゼA (3.4.24.24)
C12Y304/24025	ビブリオリシン (3.4.24.25)
C12Y304/24026	プソイドリシン (3.4.24.26)
C12Y304/24027	テルモリシン (3.4.24.27)
C12Y304/24028	バシロリシン (3.4.24.28)
C12Y304/24029	オーレオリシン (3.4.24.29)
C12Y304/2403	ココリシン (3.4.24.30)
C12Y304/24031	ミコリシン (3.4.24.31)
C12Y304/24032	β-分解メタロエンドペプチダーゼ (3.4.24.32)
C12Y304/24033	ペプチジルAspメタロエンドペプチダーゼ (3.4.24.33)
C12Y304/24034	好中球コラゲナーゼ (3.4.24.34)
C12Y304/24035	ゼラチナーゼB (3.4.24.35)
C12Y304/24036	レイシマノリシン (3.4.24.36)
C12Y304/24037	サッカロリシン (3.4.24.37)
C12Y304/24038	ガメトリシン (3.4.24.38)
C12Y304/24039	ドイテロリシン (3.4.24.39)
C12Y304/2404	セラリシン (3.4.24.40)
C12Y304/24041	アトロリシンB (3.4.24.41)
C12Y304/24042	アトロリシンC (3.4.24.42)
C12Y304/24043	アトロキサーゼ (3.4.24.43)
C12Y304/24044	アトロリシンE (3.4.24.44)
C12Y304/24045	アトロリシンF (3.4.24.45)
C12Y304/24046	アダマリシン (3.4.24.46)
C12Y304/24047	ホリリシン (3.4.24.47)
C12Y304/24048	ラバリシン (3.4.24.48)
C12Y304/24049	ボソロパシン (3.4.24.49)
C12Y304/2405	ボソロリシン (3.4.24.50)
C12Y304/24051	オヒトリシン (3.4.24.51)
C12Y304/24052	トリメロリシンI (3.4.24.52)
C12Y304/24053	トリメロリシンII (3.4.24.53)
C12Y304/24054	ムクロリシン (3.4.24.54)
C12Y304/24055	ピトリリシン (3.4.24.55)
C12Y304/24056	インスリシン (3.4.24.56)
C12Y304/24057	O-シアロギル糖タンパク質エンドペプチダーゼ (3.4.24.57)
C12Y304/24058	ルスセリリシン (3.4.24.58)
C12Y304/24059	ミトコンドリア間質性ペプチダーゼ (3.4.24.59)
C12Y304/2406	ダクチリシン (3.4.24.60)
C12Y304/24061	ナリジリシン (3.4.24.61)
C12Y304/24062	マグノリシン (3.4.24.62)
C12Y304/24063	メプリンB (3.4.24.63)
C12Y304/24064	ミトコンドリア性プロセッシングペプチダーゼ (3.4.24.64)
C12Y304/24065	マクロファージエラスターゼ (3.4.24.65)
C12Y304/24066	コリオリシンL (3.4.24.66)
C12Y304/24067	コリオリシンH (3.4.24.67)
C12Y304/24068	テントキシリシン (3.4.24.68)
C12Y304/24069	ボントキシリシン (3.4.24.69)
C12Y304/2407	オリゴペフチダーゼA (3.4.24.70)
C12Y304/24071	エントドセリン変換酵素 (3.4.24.71)
C12Y304/24072	フィブロラーゼ (3.4.24.72)
C12Y304/24073	ジャラハギン (3.4.24.73)
C12Y304/24074	フラギリシン (3.4.24.74)
C12Y304/24075	リソスタフィン (3.4.24.75)
C12Y304/24076	フラバスタシン (3.4.24.76)
C12Y304/24077	スナパリシン (3.4.24.77)
C12Y304/24078	gprエンドペプチダーゼ (3.4.24.78)
C12Y304/24079	ハパリシン-1 (3.4.24.79)
C12Y304/2408	膜型マトリックスメタロプロテイナーゼ-1 (3.4.24.80)
C12Y304/24081	ADAM10エンドペプチダーゼ (3.4.24.81)
C12Y304/24082	ADAMTS-4エンドペプチダーゼ (3.4.24.82)
C12Y304/24083	炭疽菌致死因子エンドペプチダーゼ (3.4.24.83)
C12Y304/24084	Ste24エンドペプチダーゼ (3.4.24.84)
C12Y304/24085	S2Pエンドペプチダーゼ (3.4.24.85)
C12Y304/24086	ADAM17エンドペプチダーゼ (3.4.24.86)
C12Y304/24087	ADAMTS13エンドペプチダーゼ (3.4.24.87)
C12Y304/24812	ADAMTS5 エンドペプチダーゼ (3.4.24.B12)
C12Y304/25	トレオニンエンドペプチダーゼ (3.4.25)
C12Y304/25001	プロテオソームエンドペプチダーゼ複合体 (3.4.25.1)
C12Y304/25002	HslU--HslV ペプチダーゼ (3.4.25.2)
C12Y305/00	ペプチド結合以外の炭素-窒素結合に作用するヒドロラーゼ (3.5)
C12Y305/01	鎖状アミドに作用 (3.5.1)
C12Y305/01001	アスパラギナーゼ (3.5.1.1)
C12Y305/01002	グルタミナーゼ (3.5.1.2)
C12Y305/01003	ω-アミダーゼ (3.5.1.3)
C12Y305/01004	アミダーゼ (3.5.1.4)
C12Y305/01005	ウレアーゼ (3.5.1.5)
C12Y305/01006	β-ウレイドプロピオナーゼ (3.5.1.6)
C12Y305/01007	ウレイドスクシiナーゼ (3.5.1.7)
C12Y305/01008	ホルミルアスパラギン酸デホルミラーゼ (3.5.1.8)
C12Y305/01009	アリルホルムアミダーゼ (3.5.1.9)
C12Y305/0101	ホルミルテトラヒドロ葉酸デホルミラーゼ (3.5.1.10)
C12Y305/01011	ペニシリンアミダーゼ (3.5.1.11)
C12Y305/01012	ビオチニダーゼ (3.5.1.12)
C12Y305/01013	アリールアシルアミダーゼ (3.5.1.13)
C12Y305/01014	アミノアシラーゼ (3.5.1.14)
C12Y305/01015	アスパルトアシラーゼ (3.5.1.15)
C12Y305/01016	アセチルオルニチンデアセチラーゼ (3.5.1.16)
C12Y305/01017	アシルリジンデアセチラーゼ (3.5.1.17)
C12Y305/01018	コハク酸l-ジアミノピメリン酸デスクシラーゼ (3.5.1.18)
C12Y305/01019	ニコチンアミダーゼ (3.5.1.19)
C12Y305/0102	シトルリナーゼ (3.5.1.20)
C12Y305/01021	N-アセチル-β-アラニンデアセチラーゼ (3.5.1.21)
C12Y305/01022	パントテナーゼ (3.5.1.22)
C12Y305/01023	セラミダーゼ (3.5.1.23)
C12Y305/01024	コロイルグリシンヒドロラーゼ (3.5.1.24)
C12Y305/01025	N-アセチルグルコサミン-6-リン酸デアセチラーゼ (3.5.1.25)
C12Y305/01026	N4-(β-N-アセチルグルコサミニル)-L-アスパラギナーゼ (3.5.1.26)
C12Y305/01027	N-ホルミルメチオニルアミノアシルtRNAデホルミラーゼ (3.5.1.27)
C12Y305/01028	N-アセチルムラミン酸-L-アラニンアミダーゼ (3.5.1.28)
C12Y305/01029	2-(アセトアミドメチレン)コハク酸ヒドロラーゼ (3.5.1.29)
C12Y305/0103	5-アミノペンタンアミダーゼ (3.5.1.30)
C12Y305/01031	ホルミルメチオニン デホルミラーゼ (3.5.1.31)
C12Y305/01032	馬尿酸ヒドロラーゼ (3.5.1.32)
C12Y305/01033	N-アセチルグルコサミンデアセチラーゼ (3.5.1.33)
C12Y305/01035	D-グルタミナーゼ (3.5.1.35)
C12Y305/01036	N-メチル-2-オキソグルタミン酸ヒドロラーゼ (3.5.1.36)
C12Y305/01038	グルタミン-(アスパラギン)アーゼ (3.5.1.38)
C12Y305/01039	アルキルアミダーゼ (3.5.1.39)
C12Y305/0104	アシルアグマチンアミダーゼ (3.5.1.40)
C12Y305/01041	キチンデアセチラーゼ (3.5.1.41)
C12Y305/01042	ニコチンアミドヌクレオチドアミダーゼ (3.5.1.42)
C12Y305/01043	ペフチジルグルタミナーゼ (3.5.1.43)
C12Y305/01044	タンパク質グルタミングルタミナーゼ (3.5.1.44)
C12Y305/01046	6-アミノヘキサン酸二量体ヒドロラーゼ (3.5.1.46)
C12Y305/01047	N-アセチルジアミノピメリン酸デアセチラーゼ (3.5.1.47)
C12Y305/01048	アセチルスペルミジンデアセチラーゼ (3.5.1.48)
C12Y305/01049	ホルムアミダーゼ (3.5.1.49)
C12Y305/0105	ペンタンアミダーゼ (3.5.1.50)
C12Y305/01051	4-アセタミド酪酸CoAデアセチラーゼ (3.5.1.51)
C12Y305/01052	ペプチド-N4-(N-アセチル-β-グルコサミニル)アスパラギンアミダーゼ (3.5.1.52)
C12Y305/01053	N-カルバモイルプトレシンアミダーゼ (3.5.1.53)
C12Y305/01054	アロファン酸ヒドロラーゼ (3.5.1.54)
C12Y305/01055	長鎖脂肪酸-グルタミン酸デアシラーゼ (3.5.1.55)
C12Y305/01056	N,N-ジメチルホルムアミダーゼ (3.5.1.56)
C12Y305/01057	トリプトファンアミダーゼ (3.5.1.57)
C12Y305/01058	N-ベンゾイルオキシカルボニルグリシンヒドロラーゼ (3.5.1.58)
C12Y305/01059	N-カルバモイルサルコシン アミダーゼ (3.5.1.59)
C12Y305/0106	N-長鎖脂肪酸エタノールアミンデアシラーゼ (3.5.1.60)
C12Y305/01061	ミモシナーゼ (3.5.1.61)
C12Y305/01062	アセチルプトレシンデアセチラーゼ (3.5.1.62)
C12Y305/01063	4-アセタミド酪酸デアセチラーゼ (3.5.1.63)
C12Y305/01064	Nα-ベンゾイルオキシカルボニルロイシンヒドロラーゼ (3.5.1.64)
C12Y305/01065	テアニンヒドロラーゼ (3.5.1.65)
C12Y305/01066	2-(ヒドロキシメチル)-3-(アセタミドメチレン)コハク酸ヒドロラーゼ (3.5.1.66)
C12Y305/01067	4-メチレングルタミナーゼ (3.5.1.67)
C12Y305/01068	N-ホルミルグルタミン酸デホルミラーゼ (3.5.1.68)
C12Y305/01069	スフィンゴ糖脂質デアシラーゼ (3.5.1.69)
C12Y305/0107	アクレアシンAデアシラーゼ (3.5.1.70)
C12Y305/01071	N-フェルロイルグリシンデアシラーゼ (3.5.1.71)
C12Y305/01072	D-ベンゾイルアルギニン-4-ニトロアニリドアミダーゼ (3.5.1.72)
C12Y305/01073	カルニチンアミダーゼ (3.5.1.73)
C12Y305/01074	ケノデオキシコール酸タウリンヒドロラーゼ (3.5.1.74)
C12Y305/01075	ウレタナーゼ (3.5.1.75)
C12Y305/01076	アリールアルキルアシルアミダーゼ (3.5.1.76)
C12Y305/01077	N-カルバモイル-D-アミノ酸ヒドロラーゼ (3.5.1.77)
C12Y305/01078	グルタチオニルスペルミジンアミダーゼ (3.5.1.78)
C12Y305/01079	フタリルアミダーゼ (3.5.1.79)
C12Y305/01081	N-アシル-D-アミノ酸デアシラーゼ (3.5.1.81)
C12Y305/01082	N-アシル-D-グルタミン酸デアシラーゼ (3.5.1.82)
C12Y305/01083	N-アシル-D-アスパラギン酸デアシラーゼ (3.5.1.83)
C12Y305/01084	ビュウレットアミドヒドロラーゼ (3.5.1.84)
C12Y305/01085	(S)-N-アセチル-1-フェネチルアミンヒドロラーゼ (3.5.1.85)
C12Y305/01086	マンデルアミドアミダーゼ (3.5.1.86)
